Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,extracted_hashtags
130,132, Compassion towards those in need during the holidays.  ,compassion,2015-12-22 14:20:00, HolidayHelper   , Facebook , #Compassion #HolidaySupport                   ,18.0,35.0, USA      ,2015,12,22,14,compassion towards those in need during the holidays,
131,133, Tenderness in the warmth of a cozy winter evening.     ,tenderness,2016-02-10 19:45:00, WinterWarmth    , Twitter  , #Tenderness #CozyEvening                     ,25.0,50.0, UK       ,2016,2,10,19,tenderness in the warmth of a cozy winter evening,
132,134, Arousal of excitement for an upcoming adventure.       ,arousal,2017-04-30 11:30:00, AdventureAwaits , Instagram , #Arousal #AdventureTime                       ,20.0,40.0, Australia ,2017,4,30,11,arousal of excitement for an upcoming adventure,
133,135, Enthusiasm for a creative project in the making.       ,enthusiasm,2018-09-15 16:00:00, CreativeSpirit  , Facebook , #Enthusiasm #Creativity                       ,15.0,30.0, Canada    ,2018,9,15,16,enthusiasm for a creative project in the making,
134,136, Fulfillment in completing a challenging workout routine.,fulfillment,2019-06-28 18:20:00, FitnessAchiever , Twitter  , #Fulfillment #FitnessGoals                   ,22.0,45.0, India     ,2019,6,28,18,fulfillment in completing a challenging workout routine,
135,137, Reverence for the artistry displayed in a museum.      ,reverence,2020-11-11 15:00:00, ArtAppreciator  , Instagram , #Reverence #ArtAppreciation                  ,18.0,35.0, UK        ,2020,11,11,15,reverence for the artistry displayed in a museum,
136,138, Elation after achieving a personal goal.               ,elation,2021-03-02 09:30:00, GoalAchiever2   , Facebook , #Elation #PersonalAchievement                ,25.0,50.0, USA      ,2021,3,2,9,elation after achieving a personal goal,
137,139, Elation over discovering a hidden gem in the city.   ,elation,2012-02-18 14:30:00, UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20.0,40.0, USA      ,2012,2,18,14,elation over discovering a hidden gem in the city,
138,140, The euphoria of a surprise birthday celebration.     ,euphoria,2018-11-05 21:45:00, BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15.0,30.0, UK   ,2018,11,5,21,the euphoria of a surprise birthday celebration,
139,141, Contentment in the simplicity of a home-cooked meal. ,contentment,2015-09-12 13:20:00, HomeChef        , Facebook , #Contentment #HomeCooking                     ,25.0,50.0, India    ,2015,9,12,13,contentment in the simplicity of a home cooked meal,
140,142, Serenity found in the melody of a peaceful piano.    ,serenity,2016-07-30 18:10:00, MusicLover4     , Twitter  , #Serenity #PeacefulMelody                    ,18.0,35.0, Canada      ,2016,7,30,18,serenity found in the melody of a peaceful piano,
141,143, Gratitude for the supportive community around me.    ,gratitude,2013-04-20 10:30:00, CommunityLove   , Instagram , #Gratitude #CommunitySupport                   ,30.0,60.0, USA ,2013,4,20,10,gratitude for the supportive community around me,
142,144, Hopeful about the prospects of a new business venture.,hope,2017-12-08 19:15:00, EntrepreneurHope, Facebook , #Hope #BusinessVenture                        ,22.0,45.0, Canada    ,2017,12,8,19,hopeful about the prospects of a new business venture,
143,145, Empowerment through mentoring and guiding others.    ,empowerment,2014-06-03 08:20:00, MentorEmpower   , Twitter  , #Empowerment #Mentorship                      ,15.0,30.0, UK       ,2014,6,3,8,empowerment through mentoring and guiding others,
144,146, Compassion shown through acts of kindness in the community.,compassion,2019-01-15 14:50:00, KindnessInAction, Instagram , #Compassion #CommunityKindness               ,18.0,35.0, Australia ,2019,1,15,14,compassion shown through acts of kindness in the community,
145,147, Tenderness in a heartfelt message to a loved one.    ,tenderness,2016-12-25 19:30:00, LoveExpress     , Facebook , #Tenderness #LoveNote                         ,25.0,50.0, UK          ,2016,12,25,19,tenderness in a heartfelt message to a loved one,
146,148, Arousal of excitement before a much-awaited trip.    ,arousal,2018-03-10 09:45:00, TravelExcitement, Twitter  , #Arousal #TravelAdventure                     ,20.0,40.0, India    ,2018,3,10,9,arousal of excitement before a much awaited trip,
147,149, Enthusiasm for a new artistic project in the works.  ,enthusiasm,2020-09-17 16:30:00, ArtisticSpirit  , Instagram , #Enthusiasm #ArtisticProject                 ,15.0,30.0, USA       ,2020,9,17,16,enthusiasm for a new artistic project in the works,
148,150, Feeling a sense of fulfillment after helping others. ,fulfillment,2011-08-28 18:45:00, HelperHeart     , Facebook , #Fulfillment #HelpingOthers                  ,22.0,45.0, Canada    ,2011,8,28,18,feeling a sense of fulfillment after helping others,
149,151, Reverence for the historical significance of a landmark.,reverence,2017-11-01 15:30:00, HistoryBuff     , Twitter  , #Reverence #HistoricalSite                   ,18.0,35.0, Australia ,2017,11,1,15,reverence for the historical significance of a landmark,
150,152, Elation after achieving a fitness milestone.         ,elation,2019-06-15 10:00:00, FitnessAchiever2, Instagram , #Elation #FitnessMilestone                   ,25.0,50.0, UK           ,2019,6,15,10,elation after achieving a fitness milestone,
151,153, The euphoria of a successful product launch.         ,euphoria,2022-04-03 11:45:00, ProductLaunchJoy, Facebook , #Euphoria #ProductLaunchSuccess              ,15.0,30.0, USA       ,2022,4,3,11,the euphoria of a successful product launch,
152,154, Contentment in the embrace of a loved one.           ,contentment,2010-11-12 20:20:00, LovingEmbrace   , Twitter  , #Contentment #Love                             ,30.0,60.0, India    ,2010,11,12,20,contentment in the embrace of a loved one,
153,155, Serenity found in the beauty of a sunset by the sea.  ,serenity,2011-07-22 18:30:00, SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22.0,45.0, Canada     ,2011,7,22,18,serenity found in the beauty of a sunset by the sea,
154,156, Gratitude for the small joys that each day brings.   ,gratitude,2012-03-30 11:20:00, JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15.0,30.0, Australia   ,2012,3,30,11,gratitude for the small joys that each day brings,
155,157, Hopeful about the potential for personal growth.      ,hope,2013-10-05 16:40:00, GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18.0,35.0, UK       ,2013,10,5,16,hopeful about the potential for personal growth,
156,158, Empowerment through learning a new skill.            ,empowerment,2014-07-10 13:15:00, SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25.0,50.0, India   ,2014,7,10,13,empowerment through learning a new skill,
157,159, Compassion in volunteering for a local charity.       ,compassion,2015-12-18 14:20:00, CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18.0,35.0, USA      ,2015,12,18,14,compassion in volunteering for a local charity,
158,160, Tenderness in a quiet moment shared with a pet.      ,tenderness,2016-02-10 19:45:00, PetLove         , Twitter  , #Tenderness #PetLove                          ,25.0,50.0, Canada   ,2016,2,10,19,tenderness in a quiet moment shared with a pet,
159,161, Arousal of excitement for an upcoming festival.       ,arousal,2017-09-25 11:30:00, FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20.0,40.0, UK ,2017,9,25,11,arousal of excitement for an upcoming festival,
160,162, Enthusiasm for a DIY home improvement project.       ,enthusiasm,2018-04-15 16:00:00, DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15.0,30.0, Australia   ,2018,4,15,16,enthusiasm for a diy home improvement project,
161,163, Fulfillment in completing a challenging puzzle.      ,fulfillment,2019-11-28 18:20:00, PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22.0,45.0, India    ,2019,11,28,18,fulfillment in completing a challenging puzzle,
162,164, Reverence for the wonders of nature on a hiking trail.,reverence,2020-05-11 15:00:00, NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18.0,35.0, USA        ,2020,5,11,15,reverence for the wonders of nature on a hiking trail,
163,165, Elation after a surprise reunion with a childhood friend.,elation,2021-02-05 09:30:00, ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25.0,50.0, Canada      ,2021,2,5,9,elation after a surprise reunion with a childhood friend,
164,166, Suffering from despair after another setback.      ,despair,2021-03-10 08:30:00, StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5.0,10.0, USA          ,2021,3,10,8,suffering from despair after another setback,
165,167," Overwhelmed by grief, missing a loved one dearly.  ",grief,2022-07-05 15:45:00, MourningHeart     , Instagram , #Grief #Loss                                   ,8.0,15.0, Canada          ,2022,7,5,15,overwhelmed by grief missing a loved one dearly,
166,168, Loneliness creeps in as the night grows colder.    ,loneliness,2019-11-18 21:20:00, SolitarySoul      , Facebook , #Loneliness #Isolation                         ,10.0,20.0, UK           ,2019,11,18,21,loneliness creeps in as the night grows colder,
167,169, Jealousy consumes me as I witness others' success. ,jealousy,2020-08-12 11:30:00, EnviousObserver   , Twitter  , #Jealousy #Envy                               ,12.0,25.0, India        ,2020,8,12,11,jealousy consumes me as i witness others success,
168,170, Resentment building up over past betrayals.        ,resentment,2018-05-22 14:45:00, BitterHeart       , Instagram , #Resentment #Bitterness                       ,7.0,15.0, Australia     ,2018,5,22,14,resentment building up over past betrayals,
169,171, Frustration mounts as obstacles block my path.     ,frustration,2017-01-30 16:10:00, BlockedGoals      , Facebook , #Frustration #Obstacles                       ,10.0,20.0, USA          ,2017,1,30,16,frustration mounts as obstacles block my path,
170,172," Boredom sets in, the day feels endlessly dull.     ",boredom,2016-09-28 19:45:00, BoredMind         , Twitter  , #Boredom #LackOfInterest                     ,8.0,15.0, Canada        ,2016,9,28,19,boredom sets in the day feels endlessly dull,
171,173," Anxiety grips my heart, worry clouds my thoughts.  ",anxiety,2019-04-15 09:00:00, WorriedMind       , Instagram , #Anxiety #Worry                               ,12.0,25.0, UK           ,2019,4,15,9,anxiety grips my heart worry clouds my thoughts,
172,174, Intimidation by the unknown future ahead.          ,intimidation,2021-12-03 18:30:00, FearfulSoul       , Facebook , #Intimidation #Fear                           ,15.0,30.0, India        ,2021,12,3,18,intimidation by the unknown future ahead,
173,175, Helplessness sinks in as challenges pile up.       ,helplessness,2020-06-20 14:20:00, OverwhelmedHeart  , Twitter  , #Helplessness #Overwhelmed                    ,8.0,15.0, Australia    ,2020,6,20,14,helplessness sinks in as challenges pile up,
174,176, Envy eats away at me as I see others' prosperity.  ,envy,2018-11-07 11:30:00, CovetousMind     , Instagram , #Envy #Desire                                ,10.0,20.0, Canada        ,2018,11,7,11,envy eats away at me as i see others prosperity,
175,177, Regret over missed opportunities haunts my thoughts.,regret,2017-08-25 16:00:00, RemorsefulSoul   , Facebook , #Regret #MissedChances                       ,12.0,25.0, UK           ,2017,8,25,16,regret over missed opportunities haunts my thoughts,
176,178, Disgust at the sight of injustice and cruelty.     ,disgust,2019-02-11 09:45:00, DisgustedHeart   , Twitter  , #Disgust #Injustice                          ,7.0,15.0, India        ,2019,2,11,9,disgust at the sight of injustice and cruelty,
177,179," Drowning in despair, hope slipping through my fingers.",despair,2016-04-02 20:20:00, HopelessHeart    , Instagram , #Despair #Hopeless                           ,10.0,20.0, USA          ,2016,4,2,20,drowning in despair hope slipping through my fingers,
178,180," Grief weighs heavy, tears a constant companion.    ",grief,2015-10-18 15:30:00, TearfulSoul      , Facebook , #Grief #Tears                                ,12.0,25.0, Canada        ,2015,10,18,15,grief weighs heavy tears a constant companion,
179,181," Loneliness in a crowded room, a silent cry for connection.",loneliness,2019-07-12 18:10:00, IsolatedMind     , Twitter  , #Loneliness #SeekingConnection              ,15.0,30.0, UK            ,2019,7,12,18,loneliness in a crowded room a silent cry for connection,
180,182," Jealousy gnaws at my confidence, a toxic emotion.  ",jealousy,2018-06-03 16:30:00, SelfDoubt        , Instagram , #Jealousy #Insecurity                       ,8.0,15.0, India         ,2018,6,3,16,jealousy gnaws at my confidence a toxic emotion,
